id,attr_flag,state_id,city_code,age,months_since_last_purch,reg_value_per_visit,reg_value_per_item,last_6_value_per_visit,last_6_value_per_item
597,N,S16,A042,32,1,7071.294,851.9631325,7812.146667,837.0157143
598,Y,S19,A297,34,5,3936.4,1124.685714,3936.4,1124.685714
599,N,S19,A297,33,2,4020.086667,1005.021667,924,924
600,Y,S19,A297,38,2,1258.855,503.542,1258.855,503.542
601,Y,S19,A297,29,4,2071.336667,887.7157143,5122,1280.5
602,Y,S19,A109,23,4,4321.08,508.3623529,7043.16,440.1975
603,Y,S19,A297,43,3,4350.618333,705.5056757,2222.1,555.525
604,N,S19,A297,30,1,2333.566,897.5253846,4035.32,1345.106667
606,Y,S19,A297,24,5,1265.1025,506.041,2468.41,617.1025
607,Y,S19,A223,35,2,2836.13,810.3228571,1988.02,662.6733333
608,Y,S19,A297,37,0,1500,428.5714286,1135,567.5
610,Y,S19,A297,24,1,1110,740,1116,1116
611,Y,S19,A297,33,2,1263.9825,388.9176923,270.5,135.25
612,Y,S19,A297,56,2,4185.097333,1281.152245,3428.185,2285.456667
614,Y,S19,A297,29,2,1795.46,718.184,2355.33,588.8325
616,Y,S19,A322,32,5,1725.55,431.3875,870,174
620,Y,S19,A297,29,5,2532.28,723.5085714,2999,999.6666667
624,Y,S19,A297,34,1,4905.545,426.5691304,1608.07,804.035
625,Y,S19,A297,19,4,1304.55,474.3818182,906.3333333,339.875
627,N,S19,A297,28,0,3648,729.6,4796,1199
630,Y,S24,A317,24,5,2647.5,1059,2647.5,1059
631,Y,S19,A297,49,3,2948,1474,1399,1399
651,Y,S11,A139,59,1,3146,786.5,899,899
652,Y,S01,A246,40,3,2981.24,1242.183333,3403,1134.333333
654,Y,S19,A350,27,5,1417.333333,708.6666667,1650,1650
657,Y,S19,A246,30,1,4031.146667,1007.786667,4372.22,971.6044444
659,Y,S19,A246,39,0,7342.048833,1614.142857,8583.07288,1694.6
660,Y,S25,A226,22,1,1226.046,766.27875,1143.51,857.6325
661,Y,S19,A246,71,1,635.9375,317.96875,773,386.5
662,N,S19,A246,34,3,1011.673333,433.5742857,1142.5,457
663,Y,S19,A246,25,0,603.8,503.1666667,525,525
664,Y,S19,A246,23,2,1340.666667,893.7777778,450,450
665,Y,S19,A246,30,1,1691.5925,751.8188889,1282.685,641.3425
666,N,S19,A246,28,1,3402.083333,2041.25,7089,3544.5
667,Y,S19,A246,35,4,4463.15,686.6384615,1998,999
668,Y,S19,A246,53,2,3845.5,769.1,695,173.75
669,Y,S19,A246,35,5,1855.5,674.7272727,1301.5,867.6666667
670,Y,S19,A009,23,2,1470.743333,678.8046154,762.975,508.65
671,N,S22,A246,31,3,1155.7,462.28,1400,233.3333333
672,Y,S19,A246,28,5,1487.15,495.7166667,2872.3,718.075
673,Y,S19,A246,21,5,3283.666667,895.5454545,2777,694.25
674,Y,S19,A246,31,4,2311.5,1541,2898,1449
675,Y,S22,A246,28,0,2567.32,1426.288889,1645,822.5
676,Y,S19,A246,22,2,4519.625,1506.541667,5782.5,1927.5
677,N,S19,A246,37,0,4460,2956.41,425,425
678,Y,S19,A246,54,3,1410.666667,769.4545455,932.3333333,699.25
679,Y,S19,A246,41,2,1556.676667,778.3383333,1284.93,1284.93
680,Y,S19,A246,33,2,871.78,581.1866667,1043.56,521.78
681,Y,S19,A246,31,6,3180.536667,414.8526087,0,0
682,Y,S19,A246,34,2,2831.025,298.0026316,2650.05,662.5125
683,Y,S19,A246,21,1,1674.5,1116.333333,2404,1202
684,N,S24,A066,27,3,2650.266667,795.08,1103,275.75
685,Y,S01,,25,2,1336.535,668.2675,1889.37,1889.37
686,Y,S19,A246,22,3,1886.2,943.1,1440.5,720.25
687,Y,S19,A246,50,1,1539.58,684.2577778,1392.505,557.002
688,Y,S19,A246,55,6,1474.536667,491.5122222,0,0
691,Y,S19,A246,39,1,4512.215,564.026875,885.43,442.715
696,Y,S19,A246,18,5,4100.06,1366.686667,2103,701
699,Y,S09,A371,31,2,2063,476.0769231,515,171.6666667
701,Y,S19,A246,34,5,2624.5,1749.666667,2624.5,1749.666667
703,N,S19,A246,24,2,2160.5425,664.7823077,2160.5425,664.7823077
714,Y,S08,A076,40,3,3740.75,374.075,3740.75,374.075
717,Y,S19,A246,42,1,4550.45,827.3545455,4550.45,827.3545455
719,Y,S19,A246,34,1,2860.225,953.4083333,2860.225,953.4083333
723,Y,S24,A038,32,2,3496.99,1398.796,3496.99,1398.796
729,N,S19,A246,33,2,2332.666667,1399.6,2332.666667,1399.6
730,N,S19,A246,23,1,1598.875,1065.916667,1598.875,1065.916667
733,Y,S19,A246,34,3,2868.625,956.2083333,2868.625,956.2083333
736,Y,S19,A111,27,0,7342.048833,1064.642105,8583.07288,1064.642105
761,Y,S11,A139,31,1,955.2866667,573.172,1223.43,611.715
763,Y,S02,A155,35,1,1981.51,880.6711111,1981.51,880.6711111
764,N,S19,A350,48,0,2018.76,917.6181818,2018.76,917.6181818
765,Y,S11,A139,35,2,2434.9,1623.266667,1675.8,1675.8
766,Y,S11,A139,64,1,4327.855,961.7455556,3829.91,957.4775
767,Y,S02,A155,36,5,2245,641.4285714,2195,2195
768,N,S11,A139,45,2,956.764,956.764,1245.82,1245.82
769,Y,S01,A139,34,0,2365.116667,1013.621429,1449,966
770,Y,S11,A139,32,0,4110,493.2,478,239
771,N,S01,A139,28,0,1422.336667,355.5841667,1664.01,237.7157143
773,Y,S01,A139,32,2,1498.6,899.16,1319.4,1319.4
774,Y,S11,A139,34,5,1858.75,826.1111111,5190,865
775,Y,S01,A139,26,3,1573.75,1049.166667,1565.666667,1174.25
776,Y,S11,A139,24,5,2374.325,1582.883333,2295,1147.5
777,Y,S11,A313,25,0,1100.5,550.25,899.5,449.75
778,Y,S11,A139,25,2,3007.645,1640.533636,2359.035,1572.69
779,N,S34,A216,24,1,928.0714286,541.375,819.3333333,614.5
780,Y,S11,A139,30,0,5298,2649,4699,3778.497
782,N,S11,A139,32,1,1485.666667,445.7,924.5,264.1428571
784,N,S11,A139,46,1,4533.105,503.6783333,4533.105,503.6783333
786,Y,S11,A139,25,2,1607.75,459.3571429,1607.75,459.3571429
787,N,S11,A139,25,1,1257.21625,591.6311765,1377.336667,516.50125
789,Y,S30,A006,27,4,2048,1024,2098,1049
790,N,S11,A139,29,0,1934.756667,829.1814286,1934.756667,829.1814286
794,Y,S11,A139,31,1,1408.242857,1095.3,1408.242857,1095.3
798,N,S07,A266,31,2,4832.97,1073.993333,4832.97,1073.993333
804,Y,S19,A246,22,2,1667.715,833.8575,2061.52,1030.76
808,Y,S16,A042,40,6,5758.1,2879.05,0,0
809,Y,S30,A130,34,1,3295.635,823.90875,6341.27,905.8957143
810,N,S32,A212,37,1,2670.635,890.2116667,2670.635,890.2116667
811,N,S34,A302,42,3,1183.5,789,1183.5,789
812,Y,S32,A212,32,2,2781.25,1011.363636,2975.333333,1115.75
813,N,S32,A212,32,1,4489.812857,604.3978846,4568.126667,685.219
815,Y,S32,A154,29,1,2826.61,942.2033333,2826.61,942.2033333
816,Y,S32,A212,28,6,1135.622,709.76375,0,0
817,Y,S32,A154,21,6,2079.55,779.83125,0,0
818,Y,S32,A212,21,0,2766.68,1383.34,2348.51,1565.673333
819,Y,S32,A212,30,5,1079.003333,1079.003333,1299,1299
820,Y,S32,A240,20,2,1075.54,806.655,1213.81,809.2066667
821,Y,S32,A212,31,3,1910.5,764.2,1919,639.6666667
822,Y,S32,A212,24,6,1199.5,799.6666667,0,0
823,Y,S32,A212,34,4,899,899,1299,1299
824,Y,S32,A212,39,4,1135.9,567.95,1292.5,430.8333333
825,Y,S32,A212,34,4,1824.225,663.3545455,1192,238.4
826,Y,S32,A212,30,5,2757.5,787.8571429,595,595
828,Y,S32,A030,23,6,2704,1352,0,0
829,Y,S24,A317,24,0,879.35,274.796875,577,144.25
830,N,S32,A212,33,1,3127.713333,781.9283333,3127.713333,781.9283333
832,Y,S32,A212,35,6,594.6333333,274.4461538,0,0
833,Y,S05,A170,52,5,4652.5,1329.285714,5902,1475.5
